title,role,date,authors,price,downloads,revenue
"Integration Competency Centers Help Large Enterprises Solve Integration Complexity","Application Development & Delivery",97506418.74326611,"[]","499","414",206586.0
"US Tech Market Outlook: Q1 2011 – A BT Futures Report","CIO",96728820.40889406,"[ ""Andrew Bartels"" ]","2495","1091",2722045.0
"What Gen Y Really Thinks About Your IT Department – An Information Workplace Report","CIO",97765620.98977709,"[ ""TJ Keitt"" ]","499","498",248502.0
"APeJ IT Services Report: 2010","Sourcing & Vendor Management",97765621.45324206,"[ ""Frederic Giron"" ]","2495","44",109780.0
"European Marketing Technology Adoption 2011","Customer Insights",97765622.14504099,"[ ""Allison Smith"" ]","499","265",132235.0
"Best Practices For Major Analyst Evaluations, Part 2: Getting Started","Analyst Relations",97765622.76598001,"[ ""Kevin Lucas"" ]","499","338",168662.0
"The New Blogging Strategy For Consumer Brands – A Social Computing Report","Marketing Leadership",97765623.69608808,"[ ""Melissa Parrish"", ""Jennifer Wise"" ]","499","808",403192.0
"How To Incorporate Social Media In Market Insights – A Social Computing Report","Marketing Leadership",97765624.30969691,"[ ""Reineke Reitsma"" ]","499","1209",603291.0
"A New Approach To Brand Loyalty","Marketing Leadership",97506425.09558201,"[ ""Luca S. Paderni"", ""David M. Cooperstein"", ""Cory Munchbach"" ]","499","1314",655686.0
"Understanding The Marketing Technology Buying Process","Customer Insights",97765626.90347004,"[ ""Allison Smith"" ]","499","435",217065.0
"Case Study: Google Hits The Mark With uTest","Application Development & Delivery",97852027.55933094,"[ ""Margo Visitacion"" ]","499","372",185628.0
"Trends 2011 And Beyond: Business Intelligence","Application Development & Delivery",97852028.377177,"[ ""Boris Evelson"", ""Craig Le Clair"", ""Holger Kisker, Ph.D."" ]","499","2458",1226542.0
"Mobile Payments Enter A Disruptive Phase","Marketing Leadership",97852029.70508194,"[ ""Thomas Husson"", ""Benjamin Ensor"" ]","499","2636",1315364.0
"Global Banking Platform Deals 2010","Application Development & Delivery",97852030.23227191,"[ ""Jost Hoppermann"" ]","2495","792",1976040.0
"The State Of Business Process Change Maturity Self Assessment","Enterprise Architecture",98024830.71239805,"[]","499","23",11477.0
"Best Practices For Tablet Media Apps","Marketing Leadership",97506431.34491706,"[ ""J. P. Gownder"" ]","499","977",487523.0
"Earned Media: The Intersection Of Interactive Marketing And PR","Marketing Leadership",98024832.05825496,"[ ""Jennifer Wise"" ]","499","670",334330.0
"Trends 2011: The State Of Business Process Change Maturity","Enterprise Architecture",98024832.6894381,"[]","499","625",311875.0
"Predictions 2011: ePurchasing Market To Grow 12% – A BT Futures Report","CIO",98024833.20527697,"[ ""Andrew Bartels"", ""Christopher Mines"", ""Duncan Jones"" ]","2495","783",1953585.0
"Online Australians Shift To Social Networks – A Social Computing Report","Marketing Leadership",98111234.0081861,"[ ""Carrie Johnson"", ""Lily Varon"" ]","499","300",149700.0
"Branding Value Of Paid Search","Marketing Leadership",98111234.61713004,"[ ""Luca S. Paderni"", ""James McDavid"" ]","499","636",317364.0
"Time To Assign Owners To Your Applications","Application Development & Delivery",98370435.29905796,"[]","499","394",196606.0
"Evaluating Your Outsourcing Supplier's Cloud Strategy","Sourcing & Vendor Management",98370436.22403312,"[ ""William Martorelli"", ""Wolfgang Benkel"", ""Liz Herbert"" ]","499","781",389719.0
"It's Time To Take Agile To The Next Level","Application Development & Delivery",98370438.10164499,"[]","499","1448",722552.0
"Best Practices: Knowledge Management For Customer Service","Application Development & Delivery",98370439.14523005,"[ ""Kate Leggett"" ]","499","1430",713570.0
"Case Study: VMware Uses Knowledge Management To Empower Its Customers With Relevant Content","Application Development & Delivery",98370439.73224807,"[ ""Kate Leggett"" ]","499","466",232534.0
"Outsourcing Identity Assurance Will Be A Realistic Option Within Three Years","Security & Risk",98370440.36151004,"[ ""Eve Maler"", ""Stephanie Balaouras"", ""Andras Cser"" ]","499","650",324350.0
"Case Study: Focus On Users Creates Knowledge Advocates At Woodmen Of The World","Application Development & Delivery",98370440.95687795,"[ ""Kate Leggett"" ]","499","203",101297.0
"Why Kanban Matters","Application Development & Delivery",98370441.73841596,"[]","499","684",341316.0
"Forrester Research Email Marketing Forecast, 2011 To 2016 (US)","Marketing Leadership",98456842.50978303,"[ ""Shar VanBoskirk"" ]","5750","2",11500.0
"Ignoring Cloud Risks A Growing Gap Between I&O And The Business","CIO",98456843.23666692,"[ ""James Staten"", ""Frank E. Gillett"" ]","499","690",344310.0
"Industry Essential: The US Insurance Market, 2011","eBusiness & Channel Strategy",97938443.82078695,"[ ""Ellen Carney"" ]","499","1227",612273.0
"Breaking Down The Financial Barriers To Marketing Innovation","CMO",98456844.45058298,"[ ""Luca S. Paderni"", ""Cory Munchbach"" ]","499","337",168163.0
"Differentiate With The Five C's Of Community Marketing","Sales Enablement",98456845.05896711,"[ ""Peter O'Neill"", ""Peter Burris"", ""Sophia I. Vargas"" ]","499","678",338322.0
"IT Must Jump Higher For Project Funding – A Business Technology (BT) Report","CIO",98456847.12806511,"[ ""Chip Gliedman"" ]","499","272",135728.0
"Navigating The Shifts In Computing Infrastructure Markets – A BT Futures Report","CIO",98456847.9712491,"[ ""Frank E. Gillett"", ""Christopher Mines"" ]","499","877",437623.0
"Assessing Complexity In IT Operations","Infrastructure & Operations",98543249.69564509,"[ ""Jean-Pierre Garbani"" ]","499","856",427144.0
"AT&T's Acquisition Of T-Mobile USA Dramatically Consolidates The US Wireless Market","Infrastructure & Operations",98543250.47497797,"[ ""Michele Pelino"" ]","199","267",53133.0
"How The Online Marketing Suite Affects The Marketing Technology Ecosystem","Customer Insights",62946451.35039401,"[]","499","530",264470.0
"The Mobile Imperative In Retail And Consumer Goods","Application Development & Delivery",98543252.05286193,"[ ""George Lawrie"", ""Jeffrey S. Hammond"", ""Jost Hoppermann"" ]","499","1806",901194.0
"Apps And Browsers Will Coexist On Tablets","Marketing Leadership",98543252.67062211,"[ ""J. P. Gownder"" ]","499","797",397703.0
"Market Overview: Cloud-Based Email Vendors","Infrastructure & Operations",98629653.25880194,"[ ""Christopher Voce"", ""Ted Schadler"" ]","2495","1353",3375735.0
"Learn From Those Who Have Made The Leap To Cloud-Based Email","Infrastructure & Operations",98629654.07034302,"[ ""Christopher Voce"", ""Laura Koetzle"", ""Ted Schadler"" ]","499","737",367763.0
"B2B Case Study: EMC Puts The Voice Of The Customer At The Center Of Its Business","Customer Experience",98629655.09061599,"[ ""Harley Manning"" ]","499","547",272953.0
"Case Study: Yelp's Mobile Customers Help It Build A Better Core Product – A Social Computing Report","eBusiness & Channel Strategy",98629655.71982598,"[ ""J. P. Gownder"" ]","499","338",168662.0
"Bigger B2B Marketing Budgets Come With Great Expectations","CMO",98629656.34246492,"[ ""David M. Cooperstein"" ]","499","767",382733.0
"AT&T Leaps Back To The Top With T-Mobile Buy – A BT Futures Report","Marketing Leadership",98629656.80706,"[ ""J. P. Gownder"" ]","195","242",47190.0
"SOA Adoption 2010: Still Important, Still Strong","Application Development & Delivery",98629657.46310496,"[ ""Randy Heffner"", ""Gene Leganza"" ]","499","787",392713.0
"The State Of The Document Processing Services Industry 2011","Application Development & Delivery",98629658.01670408,"[ ""Craig Le Clair"" ]","499","1342",669658.0
"Executive Q&A: Tablets In The Enterprise In 2011","CIO",98629658.69165611,"[ ""Ted Schadler"", ""Sharyn Leaver"", ""Anjali Yakkundi"" ]","499","2277",1136223.0
"The Changing Landscape Of US Consumers' Digital Banking","eBusiness & Channel Strategy",98716059.75009799,"[ ""Benjamin Ensor"", ""Reineke Reitsma"" ]",,"226",
"Consumer ""Ad-itudes"" Stay Strong","Marketing Leadership",98716060.68978906,"[ ""Shar VanBoskirk"" ]","499","499",249001.0
"The State Of Collaboration Software Implementations: 2011","CIO",98716061.47930408,"[ ""TJ Keitt"" ]","499","951",474549.0
"The Chief Customer Officer's First 90 Days","Customer Experience",98716062.17270088,"[ ""Paul Hagen"", ""Harley Manning"" ]","499","904",451096.0
"Coming Soon: The Need To Search Video In The Enterprise","Enterprise Architecture",98370462.74283099,"[ ""Leslie Owens"", ""Stephen Powers"", ""Philipp Karcher"", ""Anjali Yakkundi"" ]","499","517",257983.0
"Execution Empowerment Opportunity Assessment","Application Development & Delivery",98975263.11539197,"[ ""George Lawrie"" ]","499","9",4491.0
"The Future Of Solution Architecture: Six Business Design Focal Points","Application Development & Delivery",98975263.78841805,"[ ""Randy Heffner"", ""Alex Cullen"", ""Mike Gualtieri"" ]","499","2047",1021453.0
"Case Study: BlueCross BlueShield Of Tennessee Tackles Strategic Archiving Initiative","Security & Risk",98975264.51975203,"[ ""Stephen Powers"" ]","499","210",104790.0
"Consumer Experience Continuity Opportunity Assessment","Application Development & Delivery",98975265.02993393,"[ ""George Lawrie"" ]","499","11",5489.0
"The Internet Crushes The Work/Life Boundary – An Empowered Report","CIO",99061666.98227,"[ ""Ted Schadler"", ""Anjali Yakkundi"" ]","499","836",417164.0
"Transforming While Performing","Sales Enablement",99061667.6803081,"[ ""Scott Santucci"" ]","499","70",34930.0
"Key Considerations For Selecting An Oracle Services Provider","Sourcing & Vendor Management",99061668.3108809,"[ ""Liz Herbert"" ]","499","493",246007.0
"Why The Sales Force Is So Misunderstood","Sales Enablement",99061668.7037189,"[ ""Scott Santucci"" ]","499","96",47904.0
"Cloud Services In ANZ Begin To Mature","CIO",99061669.31854892,"[ ""Tim Sheedy"", ""Sharyn Leaver"" ]","499","455",227045.0
"Forrester's 2011 FastForward BPM Suite Capabilities Best Practices Self-Assessment","Enterprise Architecture",99061669.71251512,"[ ""Clay Richardson"" ]","499","49",24451.0
"Web Content Management Is Alive And Well in 2011 Thanks To Online Customer Experience – A Social Computing Report","Application Development & Delivery",99061670.33013105,"[ ""Stephen Powers"" ]","499","1135",566365.0
"Ten North American Retail Banking eBusiness And Channel Strategy Trends To Watch In 2011 – A Social Computing Report","eBusiness & Channel Strategy",99061670.88585591,"[ ""Carrie Johnson"", ""Peter Wannemacher"" ]","499","1499",748001.0
"How Consumers Research, Buy, And Get Service, 2011","Customer Experience",99148071.58255005,"[ ""Ron Rogowski"" ]","499","927",462573.0
"Elevate Chat From OK To Outstanding By Reinventing The Contact Center Culture","eBusiness & Channel Strategy",99148072.18649793,"[]","499","587",292913.0
"The Implications Of A New Dynamic Workforce On Sourcing And Vendor Management – An Information Workplace Report","Sourcing & Vendor Management",99148072.92798996,"[ ""Lutz Peichert"", ""Chris Andrews"" ]","499","352",175648.0
"The Purchase Path Of Online Buyers","eBusiness & Channel Strategy",99148073.88741803,"[ ""Sucharita Mulpuru"", ""Shar VanBoskirk"", ""Patti Freeman Evans"" ]","499","1543",769957.0
"Prepare For Mobile-Driven, Cross-Channel Shopping","eBusiness & Channel Strategy",99148074.55483294,"[ ""Patti Freeman Evans"" ]","499","901",449599.0
"Making Online Display Marketing Work For B2B","Marketing Leadership",99234475.15316296,"[ ""James McDavid"" ]","499","588",293412.0
"Storage Choices For Virtual Server Environments, Q1 2011","Infrastructure & Operations",87484075.77296495,"[]","499","857",427643.0
"What's Ahead For PPM?","Application Development & Delivery",99234476.30638909,"[ ""Margo Visitacion"" ]","499","991",494509.0
"Benchmarking Asia Pacific CIOs' Attitudes Toward Cloud Computing","CIO",99234476.92329788,"[ ""Tim Sheedy"", ""Sharyn Leaver"" ]","499","649",323851.0
"Mobile World Congress 2011: Going Beyond Mobile","Marketing Leadership",99234477.56392694,"[ ""Thomas Husson"" ]","499","1260",628740.0
"Psion Embraces Intercompany Collaboration As A Core Part Of Its Business","CIO",99234478.24724197,"[ ""TJ Keitt"" ]","499","174",86826.0
"Put ARM-Based Servers On Your Server Planning Horizon","Infrastructure & Operations",99234478.97246909,"[ ""Richard Fichera"" ]","499","257",128243.0
"Forrester Research Online Retail Forecast, 2011 To 2016 (Latin America)",,99320879.80744791,"[ ""Vikram Sehgal"", ""Zia Daniell Wigder"" ]",,"14",
"Driving Business Transformation At Medco: An Interview With Kenneth Klepper, President And COO – A BT Futures Report","CIO",99320880.81849504,"[ ""Paul D. Hamerman"" ]","499","389",194111.0
"Injecting Next-Generation Thinking Into Your Financial Services Acquisition Website – A Social Computing Report","eBusiness & Channel Strategy",99320881.41981506,"[ ""Benjamin Ensor"" ]","499","1069",533431.0
"Market Insights Must Add Value And Evolve","Customer Insights",98975282.02965093,"[ ""Reineke Reitsma"" ]","499","649",323851.0
"Mobile Search FAQs For Beginners","Marketing Leadership",99320882.76076889,"[ ""Shar VanBoskirk"", ""James McDavid"" ]","499","636",317364.0
"Topic Overview: Governance, Risk, And Compliance","Security & Risk",99320884.329247,"[ ""Christopher McClean"", ""Stephanie Balaouras"" ]","499","1354",675646.0
"The Global Social Imperative","Marketing Leadership",99320886.23389411,"[ ""Nate Elliott"", ""James McDavid"" ]","499","740",369260.0
"Tapping The Power Of Search-Based Applications","Enterprise Architecture",99320886.82957602,"[ ""Leslie Owens"", ""Anjali Yakkundi"" ]","499","513",255987.0
"Benchmarking German Banks' Sales Sites, 2011","eBusiness & Channel Strategy",99320887.48973107,"[ ""Benjamin Ensor"" ]","499","270",134730.0
"Online Video On TV Leads To Cord-Cutting By 2012","CMO",97938488.14595294,"[ ""James L. McQuivey, Ph.D."" ]","499","1414",705586.0
"Snapshot: Benchmark Business Process Skills With ABPMP's BPM Professional Certification Program","Enterprise Architecture",99576488.79414296,"[ ""Clay Richardson"" ]","499","245",122255.0
"The Forrester Wave™: Global IT Infrastructure Outsourcing, Q1 2011","Sourcing & Vendor Management",99576489.55480289,"[ ""William Martorelli"", ""Wolfgang Benkel"" ]","2495","3485",8695075.0
"Next-Generation Digital Financial Services – A Social Computing Report","eBusiness & Channel Strategy",99576490.21136808,"[ ""Benjamin Ensor"", ""Bill Doyle"", ""Ellen Carney"" ]","499","3527",1759973.0
"Gaining Executive Level Access","Sales Enablement",99576490.63282299,"[ ""Scott Santucci"" ]",,"13",
"Remarketing Done Right","Marketing Leadership",99576491.39031792,"[]","499","695",346805.0
"Best Practices For Major Analyst Evaluations, Part 1: Preparing To Participate","Analyst Relations",99576492.2052691,"[ ""Kevin Lucas"" ]","499","433",216067.0
"Case Study: American Express OPEN Capitalizes On Small Businesses' Craving For Community – A Social Computing Report","eBusiness & Channel Strategy",99576492.87572408,"[ ""Peter Wannemacher"" ]","499","785",391715.0
"The Importance Of Developing A Shared Vision Of Success","Sales Enablement",99576493.40065098,"[ ""Scott Santucci"" ]",,"13",
"Market Overview: North American IT Infrastructure Outsourcing","Sourcing & Vendor Management",99576493.89969611,"[ ""William Martorelli"", ""Wolfgang Benkel"" ]","2495","1552",3872240.0
"What Executives Believe Constitute A Valuable Meeting","Sales Enablement",99576494.52260208,"[ ""Scott Santucci"" ]",,"13",
"Executive Perceptions Of Differentiation And Spending Patterns","Sales Enablement",99576495.01322007,"[ ""Scott Santucci"" ]",,"7",
"Branch Office Infrastructure Capabilities Road Map","Enterprise Architecture",99576495.66799688,"[ ""Alex Cullen"" ]","499","815",406685.0
"Market Overview: European IT Infrastructure Outsourcing","Sourcing & Vendor Management",99576496.19457102,"[ ""Wolfgang Benkel"", ""William Martorelli"", ""Chris Andrews"" ]","2495","1425",3555375.0
"Retailers: Differentiate With Customer Intelligence","Customer Insights",99662898.2553401,"[ ""Fatemeh Khatibloo"", ""Shar VanBoskirk"", ""Allison Smith"" ]","499","630",314370.0
"Assessing The Skills You Need From SharePoint Professional Service Providers","CIO",99662898.94772792,"[ ""Rob Koplowitz"" ]","2495","395",985525.0
"iPad Challengers Have Flawed Product Strategies","Marketing Leadership",99662899.55169392,"[ ""J. P. Gownder"", ""James L. McQuivey, Ph.D."" ]","499","923",460577.0
"Financial Services Firms' Technology Stacks Indicate A Desire For Vendor Independence","Application Development & Delivery",99662900.35661006,"[ ""Jost Hoppermann"" ]","499","446",222554.0
"Connected TVs In Europe","Marketing Leadership",99662901.4405601,"[]","499","524",261476.0
"Mastering Emotional Experience Design: Develop A Coherent Personality","Customer Experience",99749302.12818789,"[ ""Ron Rogowski"" ]","499","724",361276.0
"Crafting Products For The Next Smartphone Owners – A BT Futures Report","Marketing Leadership",99749302.70659399,"[ ""J. P. Gownder"" ]","499","1126",561874.0
"Why Organisations Are (Willingly) Sacrificing Email Functionality In The Cloud","CIO",99835704.45923901,"[ ""Michael Barnes"", ""John Brand"" ]",,"59",
"Put Process At The Heart Of ERP","Application Development & Delivery",99835706.29782104,"[ ""Paul D. Hamerman"" ]","499","553",275947.0
"Customer Advocacy 2011: How Customers Rate US Banks, Investment Firms, And Insurers","eBusiness & Channel Strategy",99835707.97621799,"[ ""Bill Doyle"", ""Benjamin Ensor"" ]","499","849",423651.0
"Case Study: Ci&T — High Performance,  Brazilian Style","Application Development & Delivery",99922108.61380291,"[ ""Jeffrey S. Hammond"" ]","499","193",96307.0
"Scorecard: Application User Experience Review 1.0","Customer Experience",99922109.04883695,"[]","499","113",56387.0
"Executive Q&A: Six Things You Need To Know About Apps","Customer Experience",99922109.6341691,"[ ""Moira Dorsey"", ""Ron Rogowski"" ]","499","574",286426.0
"The Forrester Wave™: eProcurement Solutions, Q1 2011","Sourcing & Vendor Management",99922110.41565704,"[ ""Duncan Jones"" ]","2495","1632",4071840.0
"Compliance: A (Surprising) Business Driver For Enterprise Social Apps","CIO",99922111.30859399,"[ ""John Brand"" ]",,"43",
"Forrester Research Online Insurance Sales Forecast, 2010 To 2015 (US)","eBusiness & Channel Strategy",99922112.22779799,"[ ""Vikram Sehgal"", ""Ellen Carney"" ]","5750","8",46000.0
"IBM Software's Growth Strategy: Enabling Integration . . . And Integrating Acquisitions","Application Development & Delivery",99922112.90016007,"[ ""Michael Barnes"" ]","199","43",8557.0
"Marketing IT Services To SMBs","Sales Enablement",100181314.2626541,"[ ""Peter Burris"" ]","499","921",459579.0
"The State Of EA 2010","Enterprise Architecture",100181315.0406189,"[ ""Alex Cullen"" ]","499","648",323352.0
"People Pay For Content; They Just Don't Own It","CMO",100181315.564764,"[ ""James L. McQuivey, Ph.D."", ""J. P. Gownder"" ]","499","894",446106.0
"Forrester's Enterprise Reference Architecture Tool Kit: Documentation Templates","Application Development & Delivery",100181316.0145431,"[ ""Randy Heffner"", ""Alex Cullen"" ]","499","183",91317.0
"The Forrester Wave™: Message Archiving Software, Q1 2011","Security & Risk",99922116.91951609,"[ ""Stephen Powers"" ]","2495","1058",2639710.0
"Forrester's Enterprise Reference Architecture Tool Kit: Overview","Application Development & Delivery",100181317.691956,"[ ""Randy Heffner"", ""Alex Cullen"" ]","499","1699",847801.0
"Forrester's Enterprise Reference Architecture Tool Kit: Examples And Process Guides","Application Development & Delivery",100181318.1476531,"[ ""Randy Heffner"", ""Alex Cullen"" ]","499","191",95309.0
"Customer Experience Professionals: Break Through Persona Obstacles Now","Customer Experience",100267718.7883501,"[ ""Jonathan Browne"", ""Moira Dorsey"" ]","499","664",331336.0
"A Practical How-To Approach To Mobile BI","Application Development & Delivery",100267719.383858,"[ ""Boris Evelson"", ""Paul D. Hamerman"", ""Jeffrey S. Hammond"", ""Holger Kisker, Ph.D."" ]","499","1855",925645.0
"Postmortem: US Online Holiday Season, 2010","eBusiness & Channel Strategy",100267720.004339,"[ ""Patti Freeman Evans"", ""Sucharita Mulpuru"" ]","499","310",154690.0
"Defining Social CRM","Application Development & Delivery",100354120.650676,"[ ""Kate Leggett"" ]","499","1461",729039.0
"What Business Process Pros Need To Do About Demand Management","Enterprise Architecture",100354121.274106,"[]","499","894",446106.0
"TV's Currency Conversion","CMO",100354122.2714629,"[ ""David M. Cooperstein"" ]","499","531",264969.0
"Recruitment Aligns With Talent Management","Application Development & Delivery",100354123.968627,"[ ""Claire Schooley"", ""Paul D. Hamerman"" ]","499","920",459080.0
"2010 Forrester Groundswell Awards Winners Offer B2B Marketers Valuable Social Media Lessons","Marketing Leadership",100354124.627331,"[ ""Peter Burris"" ]","499","563",280937.0
"Find Your Transformation Edge","Enterprise Architecture",100440526.4616139,"[ ""Craig Le Clair"", ""Clay Richardson"" ]","499","531",264969.0
"An Overview Of Enterprise Feedback Management Vendors And Their Capabilities – A Social Computing Report","Customer Experience",97506527.19871998,"[ ""Roxana Strohmenger"", ""Reineke Reitsma"" ]","499","715",356785.0
"Understanding The Intricate Digital Behaviors Of Young Consumers","Marketing Leadership",100440527.9226961,"[ ""Reineke Reitsma"" ]","499","1167",582333.0
"Case Study: ESPN Drives Fan Value Through Customer Intelligence","Customer Insights",100440528.5091419,"[]","499","440",219560.0
"IT Impact Assessment: Protest & Revolution In MEA","CIO",100440529.093442,"[ ""Frederic Giron"" ]",,"31",
"Customer Experience Professionals' Introduction To Enterprise Feedback Management Vendors","Customer Experience",100440530.2614999,"[ ""Roxana Strohmenger"" ]","499","784",391216.0
"Malware And Trojans And Bots, Oh My!","Security & Risk",100526931.007288,"[ ""Stephanie Balaouras"" ]","499","724",361276.0
"US Online Retail Forecast, 2010 To 2015","eBusiness & Channel Strategy",100526931.8167069,"[ ""Sucharita Mulpuru"", ""Vikram Sehgal"", ""Patti Freeman Evans"" ]","499","2295",1145205.0
"European Online Retail Forecast, 2010 To 2015","eBusiness & Channel Strategy",100526932.632838,"[ ""Vikram Sehgal"", ""Patti Freeman Evans"" ]","499","2055",1025445.0
"Mobile App Internet Recasts The Software And Services Landscape – A BT Futures Report","CIO",100354133.2876821,"[ ""John C. McCarthy"", ""Christopher Mines"", ""Pascal Matzke"" ]","499","2160",1077840.0
"How US Consumers Research And Buy Investment Products","eBusiness & Channel Strategy",100526933.8355551,"[ ""Bill Doyle"", ""Zia Daniell Wigder"" ]","499","545",271955.0
"Marketing Technology Adoption 2011","Customer Insights",100526934.5070901,"[ ""Allison Smith"" ]","499","637",317863.0
"Improving Customer Segmentation","Customer Insights",100526935.0631001,"[ ""Srividya Sridharan"", ""Allison Smith"" ]","499","1232",614768.0
"Best Practices: Developing An ECM/BPM Strategy","Enterprise Architecture",100786135.878521,"[ ""Craig Le Clair"", ""Stephen Powers"" ]","499","1823",909677.0
"Mobile Is Not Just Another Channel – A POST Report","eBusiness & Channel Strategy",99835736.52054405,"[ ""Julie A. Ask"", ""Carrie Johnson"", ""Sucharita Mulpuru"" ]","499","1900",948100.0
"Social Breaks The Logjam On Business Process Improvement Initiatives – An Empowered Report","Enterprise Architecture",100872537.3757999,"[ ""Clay Richardson"" ]","499","422",210578.0
"What Is Stopping Middle-Class Latin Americans From Adopting Technology?","Marketing Leadership",100872538.039959,"[ ""Roxana Strohmenger"", ""Reineke Reitsma"" ]",,"78",
"Customer And Market Intelligence (CMI) For Sales Enablement Success","Sales Enablement",100872538.565531,"[ ""Dean Davison"", ""Scott Santucci"" ]","499","130",64870.0
"The State Of IT Governance, Q4 2010","CIO",100872539.3053,"[ ""Sharyn Leaver"" ]","499","1406",701594.0
"Reinvent Your Call Center Culture To Create Amazing Customer Experiences","Customer Experience",97506539.99521899,"[ ""Harley Manning"", ""Art Schoeller"", ""Kate Leggett"" ]","499","1451",724049.0
"Your Enterprise Data Archiving Strategy","Application Development & Delivery",100958940.733994,"[ ""Noel Yuhanna"" ]","499","1313",655187.0
"Match iPad Experiences To Customer Goals","Customer Experience",100958941.404907,"[ ""Moira Dorsey"" ]","499","744",371256.0
"How To Test Emerging Technologies","Marketing Leadership",101045342.1274099,"[]","499","677",337823.0
"Automation Helps Marketers Scale Organic Search","Marketing Leadership",101045343.265872,"[ ""Shar VanBoskirk"" ]","499","508",253492.0
"The New Paid Search Automation Landscape","Marketing Leadership",101045343.874784,"[ ""Shar VanBoskirk"" ]","499","525",261975.0
"Social Business Strategy – An Empowered Report","CIO",101045345.537612,"[ ""Nigel Fenwick"", ""Sharyn Leaver"", ""Luca S. Paderni"" ]","499","1812",904188.0
"Governance: The Secret To ECM Success","Enterprise Architecture",101045346.2150071,"[ ""Alan Weintraub"", ""Stephen Powers"", ""Anjali Yakkundi"" ]","499","830",414170.0
"European Email Marketing In 2011","Marketing Leadership",101045346.94168,"[ ""Nate Elliott"" ]","499","418",208582.0
"The Search Marketing Vendor Landscape, 2011","Marketing Leadership",101045347.5550909,"[ ""Shar VanBoskirk"" ]","499","584",291416.0
"Executive Q&A: Design Personas In 2011","Customer Experience",101045348.344666,"[ ""Jonathan Browne"" ]","499","566",282434.0
"Trends 2011: Financial Processes And Applications","Application Development & Delivery",101390949.032439,"[ ""Paul D. Hamerman"" ]","499","809",403691.0
"Caution: IT Investment May Be Hurting US Job Growth – A BT Futures Report","CIO",101390949.737468,"[ ""Andrew Bartels"", ""Christopher Mines"" ]","499","138",68862.0
"Inquiry Spotlight: Security And Risk, Q1 To Q4 2010","Security & Risk",97506550.3335681,"[ ""Stephanie Balaouras"", ""Khalid Kark"" ]","499","651",324849.0
"Opening New Doors With IPv6","Infrastructure & Operations",101390950.934833,"[ ""Andre Kindness"" ]","499","596",297404.0
"Focus Your Network Strategy On User Experience, Not Application Delivery","Infrastructure & Operations",101477351.5854809,"[ ""Andre Kindness"" ]","499","1015",506485.0
"Website Functionality Benchmark 2010: US Outdoor Outfitters","eBusiness & Channel Strategy",101477352.280659,"[ ""Patti Freeman Evans"" ]","499","334",166666.0
"Preparing For eBusiness Professionals' Future","eBusiness & Channel Strategy",101477352.7579279,"[ ""Carrie Johnson"" ]","499","435",217065.0
"The State Of Customer Experience, 2011","Customer Experience",101477353.495657,"[ ""Megan Burns"", ""Harley Manning"" ]","499","1106",551894.0
"Emerging Technologies Help Post-Purchase Support Strategies","eBusiness & Channel Strategy",101477354.2322359,"[ ""Carrie Johnson"", ""Lily Varon"" ]","499","364",181636.0
"Can't Pay, Won't Pay: Why Paid Digital Content Isn't Working – A Social Computing Report","Marketing Leadership",101477355.2097051,"[ ""James L. McQuivey, Ph.D."" ]","499","945",471555.0
"SlideShare Ties Conferencing To Millions Of Slides","CIO",101563755.631047,"[ ""Ted Schadler"", ""TJ Keitt"", ""Anjali Yakkundi"" ]","199","184",36616.0
"The Rise Of Wannabe And Maverick Mobile Workers – An Empowered Report","Infrastructure & Operations",101563757.2803299,"[ ""Michele Pelino"", ""Christopher Mines"" ]","499","756",377244.0
"The State Of Mobile Investing","eBusiness & Channel Strategy",101563757.9004509,"[ ""Bill Doyle"", ""Peter Wannemacher"" ]","499","985",491515.0
"Fast-Tracking EA Renewal","Enterprise Architecture",101563758.526489,"[ ""Henry Peyret"", ""Alex Cullen"" ]","499","520",259480.0
"2010 Canadian Credit Card Secure Site Rankings","eBusiness & Channel Strategy",101563759.1345229,"[]","499","174",86826.0
"Understanding The Diversity In Offshore Infrastructure Management Services","Sourcing & Vendor Management",101563759.553112,"[ ""William Martorelli"" ]","2495","573",1429635.0
"Location-Based Commerce: An Evolution In Mobile Shopping","eBusiness & Channel Strategy",101650161.5123391,"[ ""Peter Sheldon"", ""Carrie Johnson"", ""Julie A. Ask"", ""Lily Varon"" ]","499","1812",904188.0
"Trends 2011: Video Enters Travel eBusiness Prime Time","eBusiness & Channel Strategy",101650162.230567,"[ ""Patti Freeman Evans"" ]","499","665",331835.0
"Conversations With Chief Customer Officers: USAA's Wayne Peacock","Customer Experience",101650162.8188751,"[ ""Paul Hagen"", ""Harley Manning"" ]","499","703",350797.0
"Trends 2011: It's Time For The Business To Own Master Data Management Strategies","Application Development & Delivery",101650164.0829861,"[]","499","2195",1095305.0
"Ethiopia IT Opportunity 2010 Data Tables","CIO",101650165.800256,"[]",,"13",
"Kenya IT Opportunity 2010","CIO",101650166.3208921,"[]","2495","32",79840.0
"Forrsights: The Evolution Of IT Security, 2010 To 2011","Security & Risk",96815367.11729407,"[ ""Heidi Shey"", ""Khalid Kark"", ""Christopher Mines"" ]","2495","1794",4476030.0
"Ethiopia IT Opportunity 2010","CIO",101650167.785023,"[]","2495","15",37425.0
