title,role,date,authors,authorscore,price,downloads,revenue
"BMPS Fails To Deliver Its ""Promise"" . . . Yet",CIO,157989096.91509008,[u'John Brand'],28786.196261682242,,2,
As Seen In The Inbox,Marketing Leadership,157989097.4556849,[u'Carlton A. Doty'],499922.75757575757,499,195,97305.0
SaaS CRM In Asia Pacific: Strong Growth Despite Market Concerns,Application Development & Delivery,157989097.94024205,[u'Michael Barnes'],133872.79338842974,599,8,4792.0
"Inquiry Spotlight: Sales Enablement, Q1 2009",Sales Enablement,157989098.60722804,[u'Scott Santucci'],151022.35,499,427,213073.0
Road Map: Workforce Resource Management  A New Market For Project Portfolio Management,Sales Enablement,157989099.17056608,[u'Peter Burris'],376683.9521276596,499,807,402693.0
2009 Canadian Bank Public Web Site Rankings,eBusiness & Channel Strategy,157989099.77757502,[u'Carrie Johnson'],383516.32446808513,499,447,223053.0
Does Mobile Marketing Matter Yet?,Marketing Leadership,157989100.43999004,"[u'Christine Spivey Overby', u'Shar VanBoskirk']",751503.4096385542,499,1263,630237.0
What Consumers Want From Automotive Web Sites In 2009,Customer Experience,157989101.33432698,[u'Ron Rogowski'],310971.2252747253,499,771,384729.0
Application Development And Management In Emerging Markets,CIO,158248302.03558207,[u'Dane Anderson'],56686.714765100674,399,8,3192.0
"Five Ways To Turn Business Case Presentations From Boring Into ""Wow!""",Customer Experience,158248302.73899198,"[u'Megan Burns', u'Moira Dorsey']",534937.7636363637,499,1162,579838.0
ChanSat India 2009: The Voice Of India's IT Channel Community,Sales Enablement,158248303.27853394,[],0,2495,2,4990.0
How Digital Consumption Is Reinventing The Media Industry,Marketing Leadership,158248303.873255,[],0,499,1434,715566.0
"Forrester Research Search Engine Marketing Forecast, 4/09 (US)",Marketing Leadership,158334704.4037671,[],0,5750,0,0.0
Case Study: Black & Decker Fuses eLearning And Traditional Methods To Achieve Learning Goals,CIO,158334705.01784205,"[u'Claire Schooley', u'Ted Schadler']",762666.4326923077,499,446,222554.0
"Forrester Research Social Marketing Forecast, 4/09 (US)",Marketing Leadership,158334706.113683,[u'Vikram Sehgal'],264795.8024691358,5750,0,0.0
"Forrester Research Interactive Advertising And Classifieds Forecast, 4/09 (US)",Marketing Leadership,158334706.55703902,[],0,5750,1,5750.0
"Programs, Not Projects, Deliver Business Value",CIO,158334707.31030703,[u'Sharyn Leaver'],610513.6403508772,499,1420,708580.0
LotusLive Drives Knowledge Continuity For Cross-Organizational Collaboration,CIO,158334709.36961603,"[u'Rob Koplowitz', u'Ted Schadler']",976423.7570093458,499,315,157185.0
Market Overview: Security Information Management (SIM),Security & Risk,158334709.8499291,[u'John Kindervag'],541766.3857142857,2495,1702,4246490.0
Knocking The NOC: Enter The New Operations Center,Infrastructure & Operations,158334710.39330292,"[u""Glenn O'Donnell"", u'Eveline Oehrlich', u'Christian Kane']",704811.5806451613,499,1097,547403.0
Case Study: Harland Clarke Turns To Corporate Objectives For Defining Security Metrics,Security & Risk,158421111.0224371,[u'Khalid Kark'],601279.7472527473,499,374,186626.0
"Topic Overview: Governance, Risk, And Compliance",Security & Risk,158421111.61197996,[u'Christopher McClean'],581768.0492957747,,6475,
Using Social Applications In Ad CampaignsA Social Computing Report,Marketing Leadership,158421112.17793393,"[u'Josh Bernoff', u'Jennifer Wise']",610078.3982300885,499,1951,973549.0
Case Study: DTCC Implements A Process-Based Approach To Security Metrics,Security & Risk,158421112.78455496,[u'Khalid Kark'],601279.7472527473,499,406,202594.0
Trends 2009: US Online Retail,eBusiness & Channel Strategy,158421113.4879701,"[u'Sucharita Mulpuru', u'Patti Freeman Evans']",544971.5518867924,499,1789,892711.0
A Korean Growth Story: Korea IT Services Market And Forecast 2007-2011,CIO,158421114.107095,[u'Dane Anderson'],56686.714765100674,2495,6,14970.0
Market Momentum: Green IT 2008,CIO,158421114.73453808,[u'Christopher Mines'],976051.8646288209,499,316,157684.0
The Relevance Of Today's PC Services Is Waning,Marketing Leadership,158507515.33203006,[u'J. P. Gownder'],392243.7913043478,499,221,110279.0
"Inquiry Spotlight: Network Monitoring And Management, Q1 2009",Infrastructure & Operations,158507515.9507599,"[u""Glenn O'Donnell""]",704811.5806451613,499,731,364769.0
Technology Populism Shapes The Collaboration Vendor LandscapeA Business Technology (BT) Report,CIO,158507516.58000803,[u'TJ Keitt'],553844.7157894737,499,554,276446.0
Five Ways To Improve The ROI Of Your Behavioral Targeting Campaigns,Marketing Leadership,158507517.200243,[],0,499,570,284430.0
Do You Know Your IT Cost Of Goods Sold?,CIO,158507517.99678302,[u'Sharyn Leaver'],610513.6403508772,499,714,356286.0
Pharmaceutical Industry Trends Drive EA,Enterprise Architecture,158507518.656451,"[u'Henry Peyret', u'Alex Cullen']",580655.0608695652,499,1092,544908.0
The Battle For The Browser In A Web-Based World,CIO,158507520.68324208,[u'Stephen Powers'],967928.0483870967,499,486,242514.0
Best Practices For Integrated Sponsorships,Marketing Leadership,158507521.4008081,[u'Nate Elliott'],493198.837398374,499,213,106287.0
How US Consumers Research Retirement,eBusiness & Channel Strategy,158507522.09219098,"[u'Bill Doyle', u'Peter Wannemacher', u'Benjamin Ensor']",432286.46875,499,477,238023.0
"Accenture Provides Truly Integrated M&A Services, Backed By Strong Industry Expertise",CIO,158593922.62132812,[u'Pascal Matzke'],1017670.4539877301,2495,391,975545.0
"The Forrester Wave: Mobile Device Management Solutions, Q2 2009",Infrastructure & Operations,158593923.11852908,[],0,795,2195,1745025.0
IBM Offers A Broad M&A Services Portfolio With Strong Integration Capabilities,CIO,158593923.654073,"[u'Pascal Matzke', u'Chris Andrews']",1017670.4539877301,2495,333,830835.0
Deloitte Offers A Strong Globally Integrated Services Portfolio For Complex M&A,CIO,158593924.2431841,[u'Pascal Matzke'],1017670.4539877301,2495,391,975545.0
"Search And eDiscovery: Current Trends, Attitudes, And Challenges",Security & Risk,158593925.49393892,[u'Leslie Owens'],485819.1967213115,,6,
Best Practices: Customer Onboarding,,158593926.87547994,[u'Craig Le Clair'],1197000.4537815126,,2077,
Digital Camera Purchasing Criteria In A Slow Market,Marketing Leadership,158593929.20853806,[u'J. P. Gownder'],392243.7913043478,499,221,110279.0
Siemens IT Solutions And Services Evolves A Strong IT-Based M&A Services Proposition,CIO,158593929.67048693,"[u'Pascal Matzke', u'Chris Andrews']",1017670.4539877301,2495,283,706085.0
Industry Experts Weigh In On Healthcare Reform,Customer Experience,158593930.55571198,[u'Carlton A. Doty'],499922.75757575757,499,654,326346.0
Searching For eDiscovery Cost Control,Security & Risk,158593933.31335402,[u'Leslie Owens'],485819.1967213115,499,652,325348.0
The Future Of The Social WebA Social Computing Report,Marketing Leadership,158593934.00454712,[u'Josh Bernoff'],610078.3982300885,499,3757,1874743.0
Banks Should Change Their Service Provider Requirements Based On A Value Road Map,Sourcing & Vendor Management,158853134.5788479,[],0,499,382,190618.0
Strategies To Cut Application Costs And Increase Productivity Using Application Mining Tools,Application Development & Delivery,158853135.21105695,[u'Phil Murphy'],529789.7339449541,499,776,387224.0
B2B Marketers' 2009 Budget TrendsA Social Computing Report,Marketing Leadership,158853135.808769,"[u'Laura Ramos', u'Peter Burris']",376683.9521276596,499,857,427643.0
New Business Models Emerge For Telcos,CIO,158853136.7574141,[],0,499,1649,822851.0
Market Overview: Green IT Services,CIO,158853137.25360703,[u'Christopher Mines'],976051.8646288209,2495,1675,4179125.0
Application Mining Benefits Calculator,Application Development & Delivery,158853137.76397204,[u'Phil Murphy'],529789.7339449541,499,7,3493.0
Inquiry Spotlight: Banks' Key Outsourcing Questions,Sourcing & Vendor Management,158853138.2736981,[],0,499,531,264969.0
"The State Of Customer Experience, 2009",Customer Experience,158853139.18124104,[u'Megan Burns'],534937.7636363637,499,1920,958080.0
The Down Economy Pushes B2B Digital Tactics AheadA Social Computing Report,Marketing Leadership,158853139.99587607,"[u'Laura Ramos', u'Peter Burris']",376683.9521276596,499,888,443112.0
Social Technographics Reveals Local Differences In Technology Buyer ProfilesA Social Computing Report,CIO,158853140.77596688,"[u'Jennifer Belissent, Ph.D.', u'Peter Burris', u'Laura Ramos']",623245.5490196078,499,635,316865.0
Filling The Store Labor Productivity Gap,Application Development & Delivery,158939541.546762,"[u'George Lawrie', u'Boris Evelson', u'Paul D. Hamerman']",1300291.125,499,425,212075.0
Function Points And Application Outsourcing,Sourcing & Vendor Management,158939542.3870201,"[u'William Martorelli', u'Margo Visitacion']",785642.4782608695,499,681,339819.0
"Portable TV, Not Mobile TVA Digital Home Report",Marketing Leadership,158939543.13887405,[u'J. P. Gownder'],392243.7913043478,499,316,157684.0
Security And Data Management: What The Global eCommerce Leader Needs To Know,eBusiness & Channel Strategy,158939543.718143,[u'Patti Freeman Evans'],544971.5518867924,499,522,260478.0
Competing Against Fiber In The Most Competitive Markets,Marketing Leadership,158939544.3288231,[u'J. P. Gownder'],392243.7913043478,499,226,112774.0
"Inquiry Spotlight: UC IVR And IP Contact Centers, Q2 2009",Infrastructure & Operations,158939545.0417571,[u'Christian Kane'],616663.7727272727,499,659,328841.0
The Real Problem Of Counting Virtual Licenses,Sourcing & Vendor Management,158939545.87542892,"[u'Duncan Jones', u'John R. Rymer']",913327.8214285715,499,630,314370.0
Four Tactics To Use Your Web Site To Succeed In Today's Price-Driven Travel Buying Process,eBusiness & Channel Strategy,158939546.8944571,[u'Carrie Johnson'],383516.32446808513,499,255,127245.0
Japanese Social Technographics RevealedA Social Computing Report,Marketing Leadership,159025947.600178,[u'Christine Spivey Overby'],751503.4096385542,499,480,239520.0
Forrester's Partner-Type Taxonomy: Lingua Franca For A New Era,Sales Enablement,159025948.1161139,"[u""Peter O'Neill"", u'Stefan Ried, Ph.D.']",1771496.7567567567,2495,307,765965.0
CIOs: Insist On TEI Calculations To Justify Business-Critical IT Investments,CIO,159025949.88852,"[u'Sharyn Leaver', u'Chip Gliedman']",610513.6403508772,499,639,318861.0
"During Tough Economic Times, IT Leadership Will Rely On I&O To Drive Cost Savings",Infrastructure & Operations,159025950.57786202,[u'Marc Cecere'],673266.3119266055,499,498,248502.0
Oracle's Sun Acquisition Is A Game Changer,CIO,159025951.0143919,"[u'Stefan Ried, Ph.D.', u'Holger Kisker, Ph.D.', u'Christopher Mines', u'John R. Rymer']",1771496.7567567567,199,1099,218701.0
Real World Example: Eastman Kodak Security Metrics Dashboard,Security & Risk,159025951.61627793,[u'Khalid Kark'],601279.7472527473,499,35,17465.0
Get Serious About Informal LearningA Social Computing Report,CIO,159025952.2398579,"[u'Claire Schooley', u'Ted Schadler']",762666.4326923077,499,795,396705.0
Application Threat Modeling: Uncover Security Vulnerabilities Before It's Too Late,Security & Risk,159025952.82379508,[u'Mike Gualtieri'],1000810.6666666666,2495,471,1175145.0
Market Overview: IT Security In 2009,CIO,159025953.29103804,[u'Khalid Kark'],601279.7472527473,2495,2195,5476525.0
Operational Intelligence Builds On Event Processing,Enterprise Architecture,159112353.8572471,[],0,499,8,3992.0
"Forrester Research World Internet Population Forecast, 4/09 (Global)",Marketing Leadership,159112354.4420321,[u'Vikram Sehgal'],264795.8024691358,5750,0,0.0
Oracle To Buy Sun For US$7.4 Billion: Bold Stroke Or Bridge Too Far?,CIO,159112354.98634195,[u'Dane Anderson'],56686.714765100674,599,5,2995.0
Q&A: Consolidating Linux Workloads On System Z,Infrastructure & Operations,159112355.49620795,[u'Lauren E. Nelson'],754570.6909090909,499,303,151197.0
"Inquiry Spotlight: Cloud Computing, Q2 2009",Infrastructure & Operations,159112356.10236096,"[u'James Staten', u'Christian Kane']",912649.6710526316,499,1049,523451.0
Segmenting Consumers By Technology Preference,Marketing Leadership,159198756.80337,[u'Reineke Reitsma'],249911.24621212122,499,1423,710077.0
How To Grow US Mobile Video Adoption,Marketing Leadership,159198757.602695,[u'Michelle de Lussanet'],652193.1055900621,499,352,175648.0
How To Create A Social Application For Life Sciences Without Getting FiredA Social Computing Report,Marketing Leadership,159198758.47268796,"[u'Josh Bernoff', u'Christine Spivey Overby', u'Jennifer Wise']",751503.4096385542,499,1110,553890.0
Case Study: Eastman Kodak Company Takes A Tiered-Risk Approach To Security Metrics,Security & Risk,159198759.05764508,[u'Khalid Kark'],601279.7472527473,499,540,269460.0
Q&A: PC Encryption,Infrastructure & Operations,159198759.46256495,[u'Christian Kane'],616663.7727272727,499,483,241017.0
Marketing To Recession-Resistant ConsumersA Social Computing Report,Marketing Leadership,159198760.125798,[],0,499,199,99301.0
Case Study: How Wyeth Upgraded Its B2B Operations To Support A Global ERP Strategy,Enterprise Architecture,159457960.69908404,[u'Alex Cullen'],526304.5814977974,499,498,248502.0
Align Green Storage With Overall Efficiency,Infrastructure & Operations,159457961.6212759,[],0,499,436,217564.0
Paying For Success: When Audiences Grow More Quickly Than Ad Revenue,Marketing Leadership,159457962.12559295,[],0,499,286,142714.0
European Green Shoppers Unveiled,eBusiness & Channel Strategy,159457962.82650495,[u'Patti Freeman Evans'],544971.5518867924,499,197,98303.0
Microsoft Moves Dynamics Forward With New Releases And Simplified Pricing Strategies,Application Development & Delivery,159457963.3691249,[u'Paul D. Hamerman'],860365.0378378378,499,669,333831.0
Pakistan Telecom IT Market: Quick Take,CIO,159457963.84705997,[],0,995,4,3980.0
The Global Landscape Of Online Music Stores And Services,Marketing Leadership,159457964.63259292,[],0,2495,633,1579335.0
Hosted Identity Is Real  Are You Ready For It?,Security & Risk,159457966.22695088,"[u'Andras Cser', u'Khalid Kark']",901886.41,2495,1077,2687115.0
Watch Out For The Landmine Of B2B Online Research,Customer Insights,159457967.25197792,[u'Brad Bortner'],336294.16,499,318,158682.0
Sri Lanka Telecom IT Market: Quick Take,CIO,159457967.89702296,[],0,995,3,2985.0
Capacity Management In A Virtual World,Infrastructure & Operations,159457968.48031902,"[u'Jean-Pierre Garbani', u'Chris Andrews']",1019003.2824858757,2495,806,2010970.0
Customer Experience Index 2008 Snapshot: PC Manufacturers,Customer Experience,159457969.08812404,[],0,499,291,145209.0
Emerging Outsourcing Models Require New Sourcing Tactics,Sourcing & Vendor Management,159544370.05665112,[u'William Martorelli'],734511.6578947369,499,1287,642213.0
How Spanish Consumers Use Banking Channels,eBusiness & Channel Strategy,159544370.91674495,[u'Benjamin Ensor'],432286.46875,499,460,229540.0
"The Forrester Wave: Content Security Suites, Q2 2009",Security & Risk,159544371.5460539,[],0,2495,1139,2841805.0
"Inquiry Spotlight: Mobile Device Management, Q2 2009",Infrastructure & Operations,159544372.05331302,[],0,499,590,294410.0
Identity And Access Management Adoption In Europe: 2008,Security & Risk,159544372.7324469,[u'Andras Cser'],901886.41,499,491,245009.0
"The Forrester Wave: Email Filtering, Q2 2009",Security & Risk,159544373.40419197,[],0,2495,1191,2971545.0
The Social Tools Consumers Want From Their Favorite BrandsA Social Computing Report,Marketing Leadership,159544373.99213505,[u'Josh Bernoff'],610078.3982300885,499,1785,890715.0
Gaining Executive-Level Access,Sales Enablement,159544374.47912407,[u'Scott Santucci'],151022.35,499,682,340318.0
"The Forrester Wave: Web Filtering, Q2 2009An Empowered Report",Security & Risk,159544374.9514761,[],0,795,1007,800565.0
Just Do It: Modernize Your Requirements Practices,Application Development & Delivery,159630775.5050261,[],0,499,2139,1067361.0
Building Best-In-Class eBusiness Teams,eBusiness & Channel Strategy,159630776.18918204,[u'Carrie Johnson'],383516.32446808513,499,718,358282.0
Best Practices: Software Development Processes,Application Development & Delivery,159630776.99829507,[],0,499,3263,1628237.0
Case Study: Cynergy Employs Developer-Designers To Harness The Power Of RIAsA Social Computing Report,Application Development & Delivery,159630777.72683907,[],0,499,277,138223.0
Role Profile: The Chief Information Security Officer,Sales Enablement,159630778.32195997,[],0,499,778,388222.0
The Single Female Tech Buyer,Marketing Leadership,159630779.054538,[u'J. P. Gownder'],392243.7913043478,499,239,119261.0
Deputize End-User Developers To Deliver Business Agility And Reduce Costs,Application Development & Delivery,159630779.73593712,"[u'Mike Gualtieri', u'John R. Rymer']",1000810.6666666666,499,642,320358.0
Get Ready For Windows 7,Infrastructure & Operations,159717180.2409451,[u'Christian Kane'],616663.7727272727,499,616,307384.0
Selecting Vendor Management Systems: Differentiating Criteria,Sourcing & Vendor Management,159717181.0180459,[u'Philipp Karcher'],781744.0291262136,499,739,368761.0
"The Experiences That Satisfy Consumers, 2009",Customer Experience,159717182.09991503,[],0,499,1334,665666.0
"Best And Worst Of B2C Site Design, 2009",Customer Experience,159717184.5739801,[],0,499,1334,665666.0
Are Open Source Hypervisors Viable For You?,Infrastructure & Operations,159717185.17368793,[u'James Staten'],912649.6710526316,499,371,185129.0
The Resilience Of Email Marketing In Tough TimesA Social Computing Report,Marketing Leadership,159717185.84647012,[u'Carlton A. Doty'],499922.75757575757,499,331,165169.0
IT Infrastructure Market And Services Data,Sourcing & Vendor Management,159803586.33134508,[],0,,8,
What Airline Passengers Value  And What Airline eBusiness Professionals Need To Do About It,eBusiness & Channel Strategy,159803586.90296793,[],0,499,626,312374.0
Which Cloud Computing Platform Is Right For You?,Infrastructure & Operations,159803588.72566295,"[u'James Staten', u'John R. Rymer', u'Lauren E. Nelson']",913327.8214285715,499,2280,1137720.0
Uncovering The Hidden Costs Of Sales Support,Sales Enablement,159803589.72553205,[u'Scott Santucci'],151022.35,499,1701,848799.0
Deliver Cloud Benefits Inside Your Walls,Infrastructure & Operations,159803590.4139161,"[u'James Staten', u'John R. Rymer', u'Frank E. Gillett', u'Lauren E. Nelson']",913327.8214285715,499,1552,774448.0
The ROI Of eLearning,CIO,159803591.07357788,"[u'Claire Schooley', u'Jon Erickson']",2019359.4375,2495,1532,3822340.0
Hybrid Testing Centers Of Excellence,Application Development & Delivery,159803591.64959598,"[u'Margo Visitacion', u'William Martorelli']",785642.4782608695,499,1223,610277.0
Making iPhone Work In The Enterprise: Early Lessons LearnedAn Empowered Report,CIO,160062792.52421498,[u'Ted Schadler'],762666.4326923077,499,1312,654688.0
Market Overview: The M&A Management Tools Market In 2009,CIO,160062793.11865902,[],0,2495,427,1065365.0
"The Forrester Wave: IT Asset Life-Cycle Management, Q2 2009",Infrastructure & Operations,160062793.63523197,"[u'Eveline Oehrlich', u""Peter O'Neill""]",800843.4126984127,795,2007,1595565.0
Tactics To Manage Currency And Inflation Risk In Your IT Services Deal,Sourcing & Vendor Management,160062794.149611,"[u'Andrew Bartels', u'Duncan Jones']",1263582.44,499,256,127744.0
The Social Technographics Profile Of European Baby BoomersA Social Computing Report,Marketing Leadership,160062794.686069,[u'Jennifer Wise'],570909.9541984732,499,445,222055.0
Do Marketing And Strategy Make Good Bedfellows?,CMO,160062795.415936,[u'Christine Spivey Overby'],751503.4096385542,499,501,249999.0
"Forrester Research Online Population And Demographic Forecast, 4/09 (US)",Marketing Leadership,160062796.0402069,[],0,5750,0,0.0
Case Study: CNA Insurance Deploys A Smart Combination Of PLM Processes And Technology,Application Development & Delivery,160062796.67809606,[],0,499,372,185628.0
Driving Consumer Product Innovation,Marketing Leadership,160062797.40765595,[u'J. P. Gownder'],392243.7913043478,499,1188,592812.0
"Inquiry Spotlight: IT Asset Life-Cycle Management, Q2 2009",Infrastructure & Operations,160062798.02864003,[u'Eveline Oehrlich'],626761.8120300752,499,412,205588.0
Quantifying Technology Investment Risk,Application Development & Delivery,160062798.7236879,"[u'Chip Gliedman', u'Jon Erickson', u'Sharyn Leaver']",2019359.4375,499,651,324849.0
"PC Power Management Adoption, Barriers, And Methods, Q2 2009",Infrastructure & Operations,160062799.3532021,[u'Doug Washburn'],486357.73125,,2,
Forrester's Best Practices Framework For Adopting PLM In Services Organizations,Application Development & Delivery,160062800.09765196,[u'Mike Gualtieri'],1000810.6666666666,499,903,450597.0
Case Study: Asian Telecom Boosts Its Service Offerings With Product-Centric Practices,Application Development & Delivery,160062800.69576812,[],0,499,316,157684.0
Microsoft Leads A Hot 2009 Collaboration Market While Oracle Makes Its Move,CIO,160062803.04671407,[u'Rob Koplowitz'],976423.7570093458,,7,
Mobile Technographics,eBusiness & Channel Strategy,160149203.7833321,"[u'Julie A. Ask', u'Michelle de Lussanet']",652193.1055900621,499,3820,1906180.0
"Web Site Reviews: What, Why, And When",Customer Experience,160149204.5127411,[u'Harley Manning'],435214.775862069,499,305,152195.0
Privacy Policies And Drivers 2008,Security & Risk,160149205.0263059,[u'Christopher McClean'],581768.0492957747,,3,
Business Satisfaction Survey Tool,CIO,160149206.5631659,[],0,499,12,5988.0
"Technographics Survey Highlights: North American Technographics Travel Online Survey, Q1 2009",eBusiness & Channel Strategy,160149207.02657008,[],0,,1,
"Forrester Research Internet Access And Broadband Forecast, 4/09 (Central And Eastern Europe)",Marketing Leadership,160149207.87270808,[],0,5750,0,0.0
The Impetus For Consumer Product Strategy Change,Marketing Leadership,160149209.21801996,[u'J. P. Gownder'],392243.7913043478,499,358,178642.0
What US Mass-Affluent Investors Want From Their Investment Firms' Web Sites,eBusiness & Channel Strategy,160149209.9985311,"[u'Bill Doyle', u'Peter Wannemacher', u'Benjamin Ensor']",432286.46875,499,668,333332.0
"Inquiry Spotlight: Enterprise Architecture Best Practices, Q1 2009",Enterprise Architecture,160149210.5737841,"[u'Gene Leganza', u'Alex Cullen']",535101.093877551,499,1257,627243.0
Is IT Qualified To Satisfy The Business?,CIO,160149211.09652805,"[u'Brad Bortner', u'Sharyn Leaver']",610513.6403508772,499,951,474549.0
Desktop Virtualization: The Updated Rules Of The Road For Virtualizing Windows,Infrastructure & Operations,160149211.70335507,[u'Christopher Voce'],455656.125,499,1172,584828.0
"If You Don't Have IPS, You Deserve To Be Hacked",Security & Risk,160235612.3617139,[u'John Kindervag'],541766.3857142857,499,702,350298.0
Monetizing Social MusicA Social Computing Report,Marketing Leadership,160235613.301054,"[u'James L. McQuivey, Ph.D.']",425642.68695652176,499,559,278941.0
"Inquiry Insights: Enterprise Mobility, Q1 2009",Infrastructure & Operations,160235614.17054105,[u'Michele Pelino'],762713.256097561,499,501,249999.0
It's Time To Review  And Renew  Your Telecommuting Policy,Sourcing & Vendor Management,160235615.06971407,[],0,499,493,246007.0
Delivering The Holy Grail Of Ubiquitous Broadband,Marketing Leadership,160235615.7567699,[u'J. P. Gownder'],392243.7913043478,499,292,145708.0
"Is ""Green IT"" Bigger Than The Economic Crisis? APAC Green IT Market Survey",CIO,160235616.21710992,[u'Dane Anderson'],56686.714765100674,1795,3,5385.0
Offshore Negotiation Toolkit: Ammunition To Help Sourcing Teams Cut Rates And Mitigate Risks,Sourcing & Vendor Management,160235616.72116303,[],0,499,17,8483.0
Building The Proactive Case For Full Disk Encryption,Security & Risk,160235617.3165841,[],0,499,310,154690.0
PCI X-Ray: IDS And IPS,Security & Risk,160235617.96038508,[u'John Kindervag'],541766.3857142857,499,637,317863.0
Case Study: A Leading Hospitality And Gambling Firm Proactively Implements Full Disk Encryption,Infrastructure & Operations,160322018.5539949,[u'Christian Kane'],616663.7727272727,499,247,123253.0
Sharpen Your Focus By Building An EA Practice Strategic Plan,Enterprise Architecture,160322019.19394588,[u'Alex Cullen'],526304.5814977974,499,1304,650696.0
The Enterprise Architecture Books Being Read By Enterprise Architects,Enterprise Architecture,160322019.78193688,"[u'Henry Peyret', u'Alex Cullen']",580655.0608695652,499,746,372254.0
Incident Response Policies And Processes 2008,Security & Risk,160322020.428504,[],0,,16,
EA's Next Evolution: Business-Centric Architecture,Enterprise Architecture,160322022.04668307,[u'Alex Cullen'],526304.5814977974,499,1643,819857.0
Data Security Challenges And Technology Adoption In 2008,Security & Risk,160322022.68470407,[],0,,3,
Reaching Empowered Women Through Social MediaA Social Computing Report,Marketing Leadership,160322023.475255,[],0,499,805,401695.0
Open Source Software Goes Mainstream,Application Development & Delivery,160322024.263,[u'Jeffrey S. Hammond'],755414.43125,499,901,449599.0
Enterprise Architecture Tool Trends: Slow Adoption But Expanding Usage,Enterprise Architecture,160322024.90819812,"[u'Henry Peyret', u'Alex Cullen']",580655.0608695652,499,778,388222.0
"Forrester Research Email Marketing Forecast, 4/09 (US)",Marketing Leadership,160408425.42702198,[u'Vikram Sehgal'],264795.8024691358,5750,1,5750.0
"Director, IT Finance -- Job Profile And Description",CIO,160408425.91645503,[],0,499,6,2994.0
"The Forrester Wave: Global IT Infrastructure Outsourcing, Q1 2009",Sourcing & Vendor Management,160408426.67106795,[],0,795,2964,2356380.0
"Behind ""Cloud"" Is Your Future Application Environment: Ultra Modular Computing",Application Development & Delivery,160408427.44225192,"[u'Jeffrey S. Hammond', u'John R. Rymer', u'James Staten']",913327.8214285715,499,1589,792911.0
"Trends In WCM: A Focus On Personalization, RIAs, Rich Media, And AnalyticsA Social Computing Report",Enterprise Architecture,160408428.012676,[u'Stephen Powers'],967928.0483870967,,114,
Environmental And Social Responsibility In Consumer Product Strategies,Marketing Leadership,160408428.60431194,[u'J. P. Gownder'],392243.7913043478,499,412,205588.0
Discovering Tech Opportunity In Islamic Finance,Sales Enablement,160408429.78409004,"[u'Ellen Carney', u'Jost Hoppermann']",518503.3679245283,499,311,155189.0
"Director, IT Project And Portfolio Management Office -- Job Profile And Description",CIO,160408430.18280792,[],0,499,21,10479.0
How To Win Funding For Your Customer Service Project,Application Development & Delivery,160408430.78377604,[],0,499,545,271955.0
Business Process Management (BPM) Adoption Trends: 2008 To 2009,CIO,160581231.26610208,[],0,,6,
Market Researchers Demand High Panel Quality,Customer Insights,160667632.1858089,"[u'Brad Bortner', u'Reineke Reitsma']",336294.16,499,233,116267.0
Technographics Insight: A Look At Internet Service Provider Churn In The USA Digital Home Report,Marketing Leadership,160667632.8877349,[u'Andrew Peach'],0.0,,0,
How To Sell To Young Consumers OnlineA Social Computing Report,eBusiness & Channel Strategy,160667633.63131404,[u'Patti Freeman Evans'],544971.5518867924,499,265,132235.0
Online Marketing Benchmarks For Internet Retailers,eBusiness & Channel Strategy,160667634.2186389,[u'Patti Freeman Evans'],544971.5518867924,499,801,399699.0
PaaS Has A Place In Your Infrastructure Plans,Infrastructure & Operations,160667634.860147,[u'Randy Heffner'],573496.5541401274,499,726,362274.0
"Packaged Applications Implementation And Deployment, Including SaaS, Q4 2008",CIO,160667635.36174703,[],0,,7,
Software-As-A-Service Adoption Trends By Country,CIO,160667635.8693869,[],0,,5,
How Are Recruiters Affected By This Year's Trends In US IT Occupations?,Application Development & Delivery,160667636.34601092,[u'Andrew Bartels'],1263582.44,2495,251,626245.0
Satyam Uncertainty: Phase 2,Sourcing & Vendor Management,160667636.87831593,"[u'John C. McCarthy', u'Philipp Karcher']",781744.0291262136,499,206,102794.0
App Stores Plug A Critical Gap In Existing Mobile Internet Strategies,Marketing Leadership,160667637.51645494,"[u'Thomas Husson', u'Michelle de Lussanet']",652193.1055900621,499,628,313372.0
How US Online Investors Rate Their Firms On Retirement Planning,eBusiness & Channel Strategy,160667639.7635429,"[u'Bill Doyle', u'Peter Wannemacher']",347580.4244604317,499,509,253991.0
Craft Your Negotiations Strategy To Reflect New Packaged Apps Licensing And Pricing Trends,Application Development & Delivery,160667640.55111408,[u'Paul D. Hamerman'],860365.0378378378,499,705,351795.0
Service-Oriented Architecture (SOA) Adoption By Firm Size,CIO,160667641.03070998,[],0,,9,
Technographics Insight: A Look At Mobile Service Provider Churn In The US,Marketing Leadership,160667641.50046802,[u'Andrew Peach'],0.0,,0,
Work Closely With Enterprise Architects During Vendor Consolidation Projects,Sourcing & Vendor Management,160667642.12650108,[u'Jost Hoppermann'],518503.3679245283,499,308,153692.0
SaaS ERP In Asia Pacific: An Overview,Application Development & Delivery,160667643.63882804,[u'Michael Barnes'],133872.79338842974,599,7,4193.0
Technographics Insight: Consumer Attitudes Toward The Economy And Personal Finance Across Europe,eBusiness & Channel Strategy,160667644.05240202,[],0,,0,
SharePoint: (Still Not Quite) Everything That Lotus Notes Is/Was,CIO,160754044.665102,[u'John Brand'],28786.196261682242,,4,
